"V1" "V2"
"1500" 16263 0
"1501" 16277 0
"1502" 16278 0
"1503" 16287 0
"1504" 1629 0
"1505" 16301 0
"1506" 16304 0
"1507" 16306 0
"1508" 16312 0
"1509" 16315 0
"1510" 1632 0
"1511" 16322 0
"1512" 16323 0
"1513" 16324 0
"1514" 16326 0
"1515" 16329 0
"1516" 16333 0
"1517" 16343 0
"1518" 16344 0
"1519" 16351 0
"1520" 16354 0
"1521" 16356 0
"1522" 16364 0
"1523" 16365 0
"1524" 16368 0
"1525" 16372 0
"1526" 16381 0
"1527" 16385 0
"1528" 16388 0
"1529" 16389 0
"1530" 1639 0
"1531" 16393 0
"1532" 16395 0
"1533" 16396 0
"1534" 16398 0
"1535" 164 0
"1536" 16400 0
"1537" 16401 0
"1538" 16409 0
"1539" 16411 0
"1540" 16412 0
"1541" 16421 0
"1542" 16422 0
"1543" 16423 0
"1544" 16428 0
"1545" 16438 0
"1546" 16441 0
"1547" 16445 0
"1548" 16446 0
"1549" 16447 0
"1550" 16452 0
"1551" 16453 0
"1552" 16456 0
"1553" 16457 0
"1554" 16462 0
"1555" 16465 0
"1556" 16469 0
"1557" 1647 0
"1558" 16471 0
"1559" 16472 0
"1560" 16476 0
"1561" 16477 0
"1562" 16486 0
"1563" 16487 0
"1564" 16488 0
"1565" 16489 0
"1566" 1649 0
"1567" 16492 0
"1568" 16493 0
"1569" 1650 0
"1570" 16503 0
"1571" 16505 0
"1572" 16516 0
"1573" 16517 0
"1574" 16518 0
"1575" 16526 0
"1576" 16528 0
"1577" 16539 0
"1578" 1654 0
"1579" 16542 0
"1580" 16547 0
"1581" 16555 0
"1582" 16557 0
"1583" 16558 0
"1584" 16559 0
"1585" 16569 0
"1586" 16570 0
"1587" 16574 0
"1588" 16575 0
"1589" 16576 0
"1590" 16590 0
"1591" 16593 0
"1592" 16594 0
"1593" 1660 0
"1594" 16600 0
"1595" 16607 0
"1596" 16609 0
"1597" 16614 0
"1598" 16616 0
"1599" 16617 0
"1600" 16618 0
"1601" 16619 0
"1602" 16620 0
"1603" 16625 0
"1604" 16627 0
"1605" 16635 0
"1606" 16638 0
"1607" 16641 0
"1608" 16649 0
"1609" 16652 0
"1610" 16654 0
"1611" 16659 0
"1612" 16664 0
"1613" 16669 0
"1614" 16671 0
"1615" 16676 0
"1616" 1668 0
"1617" 16682 0
"1618" 1669 0
"1619" 16691 0
"1620" 16693 0
"1621" 16695 0
"1622" 1670 0
"1623" 16703 0
"1624" 1671 0
"1625" 16715 0
"1626" 16735 0
"1627" 16737 0
"1628" 16738 0
"1629" 16739 0
"1630" 16748 0
"1631" 16759 0
"1632" 1676 0
"1633" 16760 0
"1634" 16762 0
"1635" 16764 0
"1636" 16770 0
"1637" 1678 0
"1638" 16788 0
"1639" 16789 0
"1640" 16790 0
"1641" 16792 0
"1642" 16797 0
"1643" 16798 0
"1644" 16807 0
"1645" 16809 0
"1646" 16821 0
"1647" 16826 0
"1648" 16829 0
"1649" 16831 0
"1650" 16835 0
"1651" 16838 0
"1652" 16847 0
"1653" 16849 0
"1654" 16853 0
"1655" 16859 0
"1656" 1686 0
"1657" 16862 0
"1658" 16869 0
"1659" 16870 0
"1660" 16871 0
"1661" 16873 0
"1662" 16874 0
"1663" 16879 0
"1664" 16885 0
"1665" 16893 0
"1666" 16897 0
"1667" 16899 0
"1668" 16900 0
"1669" 16909 0
"1670" 16916 0
"1671" 16918 0
"1672" 16922 0
"1673" 1693 0
"1674" 16930 0
"1675" 16944 0
"1676" 16947 0
"1677" 16953 0
"1678" 16955 0
"1679" 1696 0
"1680" 16962 0
"1681" 16973 0
"1682" 16976 0
"1683" 16981 0
"1684" 16984 0
"1685" 16988 0
"1686" 16989 0
"1687" 1699 0
"1688" 16990 0
"1689" 16992 0
"1690" 16997 0
"1691" 17000 0
"1692" 17001 0
"1693" 17002 0
"1694" 17008 0
"1695" 1701 0
"1696" 17014 0
"1697" 17022 0
"1698" 17025 0
"1699" 17026 0
"1700" 17028 0
"1701" 17031 0
"1702" 17037 0
"1703" 17043 0
"1704" 17049 0
"1705" 17050 0
"1706" 17052 0
"1707" 17054 0
"1708" 17067 0
"1709" 17074 0
"1710" 17089 0
"1711" 17097 0
"1712" 17107 0
"1713" 17108 0
"1714" 17109 0
"1715" 17112 0
"1716" 17115 0
"1717" 17117 0
"1718" 1712 0
"1719" 17124 0
"1720" 17130 0
"1721" 17137 0
"1722" 17143 0
"1723" 17161 0
"1724" 17164 0
"1725" 1717 0
"1726" 1718 0
"1727" 17182 0
"1728" 17187 0
"1729" 1719 0
"1730" 17199 0
"1731" 17200 0
"1732" 17204 0
"1733" 17210 0
"1734" 17217 0
"1735" 17219 0
"1736" 17221 0
"1737" 17224 0
"1738" 17229 0
"1739" 17232 0
"1740" 17238 0
"1741" 17244 0
"1742" 17256 0
"1743" 17272 0
"1744" 17277 0
"1745" 17290 0
"1746" 17295 0
"1747" 17296 0
"1748" 17297 0
"1749" 17314 0
"1750" 17317 0
"1751" 17319 0
"1752" 17330 0
"1753" 17333 0
"1754" 17337 0
"1755" 1734 0
"1756" 17346 0
"1757" 17353 0
"1758" 17354 0
"1759" 17357 0
"1760" 17358 0
"1761" 1736 0
"1762" 17360 0
"1763" 17367 0
"1764" 17368 0
"1765" 17374 0
"1766" 17375 0
"1767" 17378 0
"1768" 17379 0
"1769" 1738 0
"1770" 17384 0
"1771" 17385 0
"1772" 17393 0
"1773" 17398 0
"1774" 17399 0
"1775" 17400 0
"1776" 17403 0
"1777" 17404 0
"1778" 17412 0
"1779" 17415 0
"1780" 17418 0
"1781" 17422 0
"1782" 17424 0
"1783" 17431 0
"1784" 17432 0
"1785" 17435 0
"1786" 17444 0
"1787" 17448 0
"1788" 17453 0
"1789" 17457 0
"1790" 17461 0
"1791" 17464 0
"1792" 17465 0
"1793" 17481 0
"1794" 17484 0
"1795" 17486 0
"1796" 1750 0
"1797" 17511 0
"1798" 1752 0
"1799" 17522 0
"1800" 17523 0
"1801" 17524 0
"1802" 17525 0
"1803" 17527 0
"1804" 17539 0
"1805" 17541 0
"1806" 17547 0
"1807" 17551 0
"1808" 17552 0
"1809" 17553 0
"1810" 17554 0
"1811" 17563 0
"1812" 17567 0
"1813" 17571 0
"1814" 17572 0
"1815" 17576 0
"1816" 17592 0
"1817" 17596 0
"1818" 17599 0
"1819" 176 0
"1820" 17602 0
"1821" 17616 0
"1822" 17622 0
"1823" 17633 0
"1824" 17636 0
"1825" 17639 0
"1826" 1764 0
"1827" 17640 0
"1828" 17644 0
"1829" 17653 0
"1830" 17670 0
"1831" 17676 0
"1832" 17678 0
"1833" 17684 0
"1834" 1770 0
"1835" 17704 0
"1836" 1771 0
"1837" 17713 0
"1838" 17716 0
"1839" 17721 0
"1840" 17724 0
"1841" 17729 0
"1842" 1773 0
"1843" 17730 0
"1844" 17731 0
"1845" 17732 0
"1846" 17739 0
"1847" 1774 0
"1848" 17740 0
"1849" 17751 0
"1850" 17753 0
"1851" 17754 0
"1852" 17755 0
"1853" 17756 0
"1854" 17760 0
"1855" 17767 1
"1856" 1777 0
"1857" 17770 0
"1858" 17771 0
"1859" 17777 0
"1860" 17788 0
"1861" 17790 0
"1862" 17792 0
"1863" 1780 0
"1864" 1781 0
"1865" 17810 0
"1866" 17821 0
"1867" 17823 0
"1868" 1783 0
"1869" 17837 0
"1870" 17851 0
"1871" 1786 0
"1872" 17877 0
"1873" 17881 0
"1874" 17884 0
"1875" 1789 0
"1876" 17890 0
"1877" 17899 0
"1878" 179 0
"1879" 1790 0
"1880" 17900 0
"1881" 17901 0
"1882" 17902 0
"1883" 17904 0
"1884" 17905 0
"1885" 17906 0
"1886" 17911 0
"1887" 17920 0
"1888" 17922 0
"1889" 17928 0
"1890" 1793 0
"1891" 17930 0
"1892" 17935 0
"1893" 17941 0
"1894" 17952 0
"1895" 1796 0
"1896" 17964 0
"1897" 17966 0
"1898" 17969 0
"1899" 17976 0
"1900" 17981 0
"1901" 17993 0
"1902" 17995 0
"1903" 17998 0
"1904" 17999 0
"1905" 18 0
"1906" 180 0
"1907" 18000 0
"1908" 18001 0
"1909" 18005 0
"1910" 18006 0
"1911" 18011 0
"1912" 18014 0
"1913" 18016 0
"1914" 18018 0
"1915" 18024 0
"1916" 18029 0
"1917" 18030 0
"1918" 18049 0
"1919" 18050 0
"1920" 18052 0
"1921" 18053 0
"1922" 18055 0
"1923" 18063 0
"1924" 18066 0
"1925" 18071 0
"1926" 18074 0
"1927" 1809 0
"1928" 18099 0
"1929" 181 0
"1930" 1810 0
"1931" 18102 0
"1932" 18104 0
"1933" 18108 0
"1934" 18112 0
"1935" 18116 0
"1936" 18118 0
"1937" 18120 0
"1938" 18137 0
"1939" 18139 0
"1940" 18151 0
"1941" 18156 0
"1942" 1816 0
"1943" 18165 0
"1944" 18172 0
"1945" 18177 0
"1946" 1818 0
"1947" 18184 0
"1948" 1819 0
"1949" 18198 0
"1950" 18202 0
"1951" 18204 0
"1952" 18210 0
"1953" 18214 0
"1954" 18217 0
"1955" 18218 0
"1956" 18223 0
"1957" 18233 0
"1958" 18238 0
"1959" 18240 0
"1960" 18252 0
"1961" 18258 0
"1962" 18263 0
"1963" 18265 0
"1964" 18268 0
"1965" 1827 0
"1966" 18272 0
"1967" 18276 0
"1968" 18283 0
"1969" 18284 0
"1970" 18285 0
"1971" 18287 0
"1972" 18295 0
"1973" 18298 0
"1974" 183 0
"1975" 18309 0
"1976" 1831 0
"1977" 18314 0
"1978" 18316 0
"1979" 18318 0
"1980" 1832 0
"1981" 18324 0
"1982" 18327 0
"1983" 18330 0
"1984" 18341 0
"1985" 18351 0
"1986" 18353 0
"1987" 18355 0
"1988" 18360 0
"1989" 1838 0
"1990" 18380 0
"1991" 18384 0
"1992" 18388 0
"1993" 18389 0
"1994" 1840 0
"1995" 18401 0
"1996" 18402 0
"1997" 18411 0
"1998" 18425 0
"1999" 18426 0
"2000" 18429 0
"2001" 18431 0
"2002" 18437 0
"2003" 18444 0
"2004" 18447 0
"2005" 18456 0
"2006" 18459 0
"2007" 18467 0
"2008" 18470 0
"2009" 18471 0
"2010" 18473 0
"2011" 18477 0
"2012" 18479 0
"2013" 18484 0
"2014" 18488 0
"2015" 1849 0
"2016" 18493 0
"2017" 18495 0
"2018" 18501 0
"2019" 18506 0
"2020" 18518 0
"2021" 18526 0
"2022" 18531 0
"2023" 18545 0
"2024" 18547 0
"2025" 1855 0
"2026" 18557 0
"2027" 18558 0
"2028" 18559 0
"2029" 18560 0
"2030" 18561 0
"2031" 18565 0
"2032" 18566 0
"2033" 18568 0
"2034" 18572 0
"2035" 18576 0
"2036" 18577 0
"2037" 18581 0
"2038" 18587 0
"2039" 18590 0
"2040" 18592 0
"2041" 18597 0
"2042" 18599 0
"2043" 1860 0
"2044" 18604 0
"2045" 18608 0
"2046" 18609 0
"2047" 18610 0
"2048" 18611 0
"2049" 18612 0
"2050" 18614 0
"2051" 18616 0
"2052" 18617 0
"2053" 1862 0
"2054" 18621 0
"2055" 18626 0
"2056" 18634 0
"2057" 18637 0
"2058" 18642 0
"2059" 18645 0
"2060" 18646 0
"2061" 18650 0
"2062" 18654 0
"2063" 18657 0
"2064" 18658 0
"2065" 18666 0
"2066" 18674 0
"2067" 18676 0
"2068" 18682 0
"2069" 18688 0
"2070" 18698 0
"2071" 1870 0
"2072" 18702 0
"2073" 18707 0
"2074" 1871 0
"2075" 18713 0
"2076" 18717 0
"2077" 18718 0
"2078" 1872 0
"2079" 18723 1
"2080" 18728 0
"2081" 18731 0
"2082" 18736 0
"2083" 18737 0
"2084" 18748 0
"2085" 18757 0
"2086" 1876 0
"2087" 18781 0
"2088" 18785 0
"2089" 18786 0
"2090" 18790 0
"2091" 18794 0
"2092" 18800 0
"2093" 18802 0
"2094" 18803 0
"2095" 18804 0
"2096" 1881 0
"2097" 18811 0
"2098" 18812 0
"2099" 18814 0
"2100" 18816 0
"2101" 18819 0
"2102" 18823 0
"2103" 18826 0
"2104" 18829 0
"2105" 18830 0
"2106" 18833 0
"2107" 18834 0
"2108" 1884 0
"2109" 18841 0
"2110" 18846 0
"2111" 1885 0
"2112" 18850 0
"2113" 18851 0
"2114" 1886 0
"2115" 18864 0
"2116" 18875 0
"2117" 18878 0
"2118" 18887 0
"2119" 18892 0
"2120" 18893 0
"2121" 1890 0
"2122" 18908 0
"2123" 18910 0
"2124" 18920 0
"2125" 18932 0
"2126" 18939 0
"2127" 18944 0
"2128" 18948 0
"2129" 1895 0
"2130" 18952 0
"2131" 1896 0
"2132" 18967 0
"2133" 18968 0
"2134" 18969 0
"2135" 18979 0
"2136" 18980 0
"2137" 18997 0
"2138" 19002 0
"2139" 19004 0
"2140" 19010 0
"2141" 19018 0
"2142" 19019 0
"2143" 19021 0
"2144" 19033 0
"2145" 19035 0
"2146" 19038 0
"2147" 1904 1
"2148" 19045 0
"2149" 19046 0
"2150" 19058 0
"2151" 19064 0
"2152" 19071 0
"2153" 19078 0
"2154" 19079 0
"2155" 19080 0
"2156" 19082 0
"2157" 19084 0
"2158" 19092 0
"2159" 1910 0
"2160" 1911 0
"2161" 19118 0
"2162" 19121 0
"2163" 19125 0
"2164" 19127 0
"2165" 19131 0
"2166" 19136 0
"2167" 19141 0
"2168" 19144 0
"2169" 19148 0
"2170" 19157 0
"2171" 19159 0
"2172" 1916 0
"2173" 19161 0
"2174" 19172 0
"2175" 19181 0
"2176" 19183 0
"2177" 19189 0
"2178" 1919 0
"2179" 19192 0
"2180" 192 0
"2181" 19201 0
"2182" 19208 0
"2183" 1921 0
"2184" 19211 0
"2185" 19213 0
"2186" 19216 0
"2187" 19219 0
"2188" 19221 1
"2189" 1923 0
"2190" 1924 0
"2191" 19254 0
"2192" 19255 0
"2193" 19258 0
"2194" 19260 0
"2195" 19262 0
"2196" 19269 0
"2197" 1929 0
"2198" 19292 0
"2199" 19295 0
"2200" 19298 0
"2201" 19302 0
"2202" 19308 0
"2203" 1931 0
"2204" 19310 0
"2205" 19312 0
"2206" 19317 0
"2207" 19318 0
"2208" 19323 0
"2209" 19325 0
"2210" 19327 0
"2211" 1934 0
"2212" 19342 0
"2213" 19351 0
"2214" 19352 0
"2215" 19359 0
"2216" 1936 0
"2217" 19365 0
"2218" 19368 0
"2219" 19369 0
"2220" 19373 0
"2221" 19389 0
"2222" 19391 0
"2223" 19398 0
"2224" 19404 0
"2225" 19408 0
"2226" 19409 0
"2227" 19412 0
"2228" 19413 0
"2229" 19420 0
"2230" 19422 0
"2231" 19430 0
"2232" 19434 0
"2233" 19435 0
"2234" 19437 0
"2235" 19446 0
"2236" 19451 0
"2237" 19453 0
"2238" 19455 0
"2239" 1946 0
"2240" 19465 0
"2241" 19466 0
"2242" 19467 0
"2243" 19468 0
"2244" 19469 0
"2245" 19472 0
"2246" 19473 0
"2247" 19478 0
"2248" 1948 0
"2249" 19484 0
"2250" 19486 0
"2251" 19489 0
"2252" 19490 0
"2253" 19493 0
"2254" 19498 0
"2255" 19503 0
"2256" 19505 0
"2257" 19506 0
"2258" 19508 0
"2259" 19509 0
"2260" 19512 0
"2261" 19513 0
"2262" 19516 0
"2263" 19519 0
"2264" 19521 0
"2265" 19524 0
"2266" 19525 0
"2267" 19534 0
"2268" 1954 0
"2269" 19543 0
"2270" 19544 0
"2271" 19553 0
"2272" 19562 0
"2273" 19563 0
"2274" 19565 0
"2275" 19567 0
"2276" 19573 0
"2277" 19575 0
"2278" 19581 0
"2279" 19582 0
"2280" 19584 0
"2281" 19590 0
"2282" 19591 0
"2283" 19595 0
"2284" 19597 0
"2285" 19599 0
"2286" 1960 0
"2287" 19602 0
"2288" 19603 0
"2289" 19609 0
"2290" 19615 0
"2291" 1962 0
"2292" 19620 0
"2293" 1963 0
"2294" 19633 0
"2295" 19636 0
"2296" 19637 0
"2297" 1964 0
"2298" 19648 0
"2299" 1965 0
"2300" 19654 0
"2301" 19664 0
"2302" 19668 0
"2303" 1967 0
"2304" 19674 0
"2305" 19675 0
"2306" 19677 0
"2307" 19686 0
"2308" 19689 0
"2309" 19697 0
"2310" 19702 0
"2311" 19717 0
"2312" 19726 0
"2313" 19727 0
"2314" 19735 0
"2315" 19737 0
"2316" 19738 0
"2317" 1974 0
"2318" 19742 0
"2319" 19746 0
"2320" 19751 0
"2321" 19760 0
"2322" 19761 0
"2323" 19762 0
"2324" 19765 0
"2325" 19781 0
"2326" 19783 0
"2327" 19786 0
"2328" 1979 0
"2329" 19791 0
"2330" 19793 0
"2331" 19795 0
"2332" 19796 0
"2333" 19797 0
"2334" 19798 0
"2335" 19799 0
"2336" 19801 0
"2337" 19806 0
"2338" 19808 0
"2339" 19818 0
"2340" 19821 0
"2341" 19827 0
"2342" 19829 0
"2343" 1983 0
"2344" 19832 0
"2345" 19836 0
"2346" 19838 0
"2347" 19839 0
"2348" 19841 0
"2349" 19845 0
"2350" 19848 0
"2351" 1985 0
"2352" 19852 0
"2353" 19855 0
"2354" 19862 0
"2355" 19865 0
"2356" 19869 0
"2357" 19873 0
"2358" 19876 0
"2359" 1988 0
"2360" 19881 0
"2361" 19888 0
"2362" 19889 0
"2363" 19900 0
"2364" 19901 0
"2365" 19902 0
"2366" 19911 0
"2367" 19912 0
"2368" 19919 0
"2369" 19920 0
"2370" 1993 0
"2371" 19932 0
"2372" 19934 0
"2373" 19936 0
"2374" 19942 0
"2375" 19944 0
"2376" 19945 0
"2377" 19947 0
"2378" 19950 0
"2379" 19953 0
"2380" 19956 0
"2381" 19961 0
"2382" 19967 0
"2383" 19968 0
"2384" 19969 0
"2385" 1997 0
"2386" 19972 0
"2387" 19988 0
"2388" 19991 0
"2389" 19995 0
"2390" 19997 0
"2391" 19998 0
"2392" 20000 0
"2393" 2001 0
"2394" 20011 0
"2395" 20017 0
"2396" 2002 0
"2397" 20021 0
"2398" 20027 0
"2399" 20031 0
"2400" 20038 0
"2401" 20047 0
"2402" 20052 0
"2403" 20053 0
"2404" 20054 0
"2405" 20058 0
"2406" 20059 0
"2407" 20064 0
"2408" 20068 0
"2409" 20070 0
"2410" 20079 0
"2411" 20080 0
"2412" 20082 0
"2413" 20084 0
"2414" 20086 0
"2415" 20095 0
"2416" 20097 0
"2417" 20107 0
"2418" 20119 0
"2419" 2012 0
"2420" 20120 0
"2421" 20122 0
"2422" 20134 0
"2423" 20135 0
"2424" 20139 0
"2425" 20144 0
"2426" 20156 0
"2427" 20161 0
"2428" 20174 0
"2429" 2019 0
"2430" 20190 0
"2431" 20192 0
"2432" 20195 0
"2433" 20196 0
"2434" 20197 0
"2435" 20200 0
"2436" 20203 0
"2437" 20205 0
"2438" 20208 0
"2439" 20211 0
"2440" 20216 0
"2441" 20224 0
"2442" 20229 0
"2443" 2023 0
"2444" 20235 0
"2445" 20236 0
"2446" 20237 0
"2447" 20247 0
"2448" 20252 0
"2449" 20255 0
"2450" 20256 0
"2451" 20258 0
"2452" 20268 0
"2453" 20272 0
"2454" 20273 0
"2455" 20277 0
"2456" 20280 0
"2457" 20286 0
"2458" 2029 0
"2459" 20298 0
"2460" 20300 0
"2461" 20301 0
"2462" 20309 0
"2463" 20325 0
"2464" 20337 0
"2465" 20346 0
"2466" 20349 0
"2467" 20352 0
"2468" 20367 0
"2469" 20370 0
"2470" 20378 0
"2471" 20380 0
"2472" 20381 0
"2473" 20382 0
"2474" 20385 0
"2475" 20387 0
"2476" 20390 0
"2477" 20398 0
"2478" 20409 0
"2479" 20410 0
"2480" 20413 0
"2481" 20415 0
"2482" 20424 0
"2483" 20428 0
"2484" 20431 0
"2485" 20435 0
"2486" 20440 0
"2487" 20443 0
"2488" 20445 0
"2489" 2045 0
"2490" 20450 0
"2491" 20454 0
"2492" 2046 0
"2493" 20474 0
"2494" 20476 0
"2495" 20479 0
"2496" 20480 0
"2497" 20487 0
"2498" 2049 0
"2499" 20504 0
"2500" 20507 0
"2501" 20512 0
"2502" 2052 0
"2503" 20520 0
"2504" 20523 0
"2505" 2053 0
"2506" 20530 0
"2507" 20539 0
"2508" 20542 0
"2509" 20546 0
"2510" 20553 0
"2511" 20560 0
"2512" 20564 0
"2513" 20565 0
"2514" 20566 0
"2515" 20571 0
"2516" 20574 0
"2517" 20580 0
"2518" 20588 0
"2519" 20591 0
"2520" 20594 0
"2521" 20606 0
"2522" 2061 0
"2523" 20611 0
"2524" 20613 0
"2525" 20615 0
"2526" 20620 0
"2527" 20621 0
"2528" 20624 0
"2529" 20626 0
"2530" 20634 0
"2531" 20638 0
"2532" 20639 0
"2533" 20644 0
"2534" 20645 0
"2535" 2065 0
"2536" 20658 0
"2537" 20668 0
"2538" 20674 0
"2539" 20679 0
"2540" 2068 0
"2541" 20697 0
"2542" 2070 0
"2543" 20700 0
"2544" 20702 0
"2545" 20708 0
"2546" 20725 0
"2547" 20728 0
"2548" 2073 0
"2549" 20734 0
"2550" 20739 0
"2551" 20740 0
"2552" 20741 0
"2553" 20747 0
"2554" 20748 0
"2555" 20750 0
"2556" 20757 0
"2557" 20758 0
"2558" 20761 0
"2559" 20764 0
"2560" 20765 0
"2561" 20769 0
"2562" 20778 0
"2563" 20781 0
"2564" 20784 0
"2565" 20786 0
"2566" 2079 0
"2567" 20790 0
"2568" 20795 0
"2569" 20814 0
"2570" 20816 0
"2571" 2082 0
"2572" 20825 0
"2573" 20832 0
"2574" 20833 0
"2575" 20834 0
"2576" 20838 0
"2577" 20843 0
"2578" 20844 0
"2579" 20851 0
"2580" 20852 0
"2581" 20860 0
"2582" 20861 0
"2583" 20862 0
"2584" 20870 0
"2585" 20873 0
"2586" 20875 0
"2587" 20877 0
"2588" 20884 0
"2589" 20895 0
"2590" 20896 0
"2591" 20898 0
"2592" 20901 0
"2593" 20908 0
"2594" 20912 0
"2595" 20913 0
"2596" 20914 0
"2597" 20918 0
"2598" 20928 0
"2599" 20936 0
"2600" 20938 0
"2601" 2094 0
"2602" 20942 0
"2603" 20943 0
"2604" 20947 0
"2605" 20958 0
"2606" 20967 0
"2607" 20970 0
"2608" 20976 0
"2609" 20978 0
"2610" 2098 0
"2611" 20982 0
"2612" 2099 0
"2613" 20990 0
"2614" 20992 0
"2615" 20995 0
"2616" 20998 0
"2617" 20999 0
"2618" 21009 0
"2619" 2101 0
"2620" 21014 0
"2621" 21026 0
"2622" 2103 0
"2623" 21034 0
"2624" 21038 0
"2625" 21039 0
"2626" 2104 0
"2627" 21046 0
"2628" 21048 0
"2629" 2105 0
"2630" 21051 0
"2631" 21055 0
"2632" 21060 0
"2633" 21066 0
"2634" 21067 0
"2635" 21068 0
"2636" 21071 0
"2637" 21072 0
"2638" 21074 0
"2639" 21076 0
"2640" 21077 0
"2641" 2108 0
"2642" 21082 0
"2643" 21083 0
"2644" 21085 0
"2645" 21089 0
"2646" 211 0
"2647" 21108 0
"2648" 21116 0
"2649" 21120 0
"2650" 21128 0
"2651" 21133 0
"2652" 21140 0
"2653" 21148 0
"2654" 21158 0
"2655" 21159 0
"2656" 21163 0
"2657" 21169 0
"2658" 2117 0
"2659" 21174 0
"2660" 21180 0
"2661" 21208 0
"2662" 21217 0
"2663" 21220 0
"2664" 21226 0
"2665" 21258 0
"2666" 21259 0
"2667" 21265 0
"2668" 21267 0
"2669" 21269 0
"2670" 21278 0
"2671" 21285 0
"2672" 21295 0
"2673" 21297 0
"2674" 21308 0
"2675" 2131 0
"2676" 21310 0
"2677" 21312 0
"2678" 21315 0
"2679" 21319 0
"2680" 21323 0
"2681" 21324 0
"2682" 2133 0
"2683" 21336 0
"2684" 21343 0
"2685" 21346 0
"2686" 21363 0
"2687" 21365 0
"2688" 21366 0
"2689" 21369 0
"2690" 21378 0
"2691" 21395 0
"2692" 21396 0
"2693" 21399 0
"2694" 21406 0
"2695" 21407 0
"2696" 21410 0
"2697" 21412 0
"2698" 21420 0
"2699" 21424 0
"2700" 21426 0
"2701" 21428 0
"2702" 21432 0
"2703" 21435 0
"2704" 21436 0
"2705" 21439 0
"2706" 21440 0
"2707" 21441 0
"2708" 21443 0
"2709" 21445 0
"2710" 21449 0
"2711" 21451 0
"2712" 21453 0
"2713" 21454 0
"2714" 21464 0
"2715" 21473 0
"2716" 21475 0
"2717" 21483 0
"2718" 21489 0
"2719" 21496 0
"2720" 21504 0
"2721" 21507 0
"2722" 2151 0
"2723" 21512 0
"2724" 21515 0
"2725" 21521 0
"2726" 21523 0
"2727" 21526 0
"2728" 21528 0
"2729" 21537 0
"2730" 21539 0
"2731" 21542 0
"2732" 21546 0
"2733" 21549 0
"2734" 21552 0
"2735" 21558 0
"2736" 21559 0
"2737" 21561 0
"2738" 21570 0
"2739" 21576 0
"2740" 21581 0
"2741" 21584 0
"2742" 21588 0
"2743" 21589 0
"2744" 2159 0
"2745" 21591 0
"2746" 21602 0
"2747" 21610 0
"2748" 21629 0
"2749" 21632 0
"2750" 2164 0
"2751" 21644 0
"2752" 21646 0
"2753" 2165 0
"2754" 21650 0
"2755" 2166 0
"2756" 21661 0
"2757" 21666 0
"2758" 21671 0
"2759" 21672 0
"2760" 21677 0
"2761" 21682 0
"2762" 21685 0
"2763" 21690 0
"2764" 21692 0
"2765" 217 0
"2766" 2171 0
"2767" 21714 0
"2768" 21718 0
"2769" 21721 0
"2770" 21723 0
"2771" 21730 0
"2772" 21733 0
"2773" 21734 0
"2774" 21738 0
"2775" 21741 0
"2776" 21745 0
"2777" 21746 0
"2778" 21748 0
"2779" 2175 0
"2780" 21750 0
"2781" 21752 0
"2782" 21756 0
"2783" 21760 0
"2784" 21765 0
"2785" 21768 0
"2786" 21769 0
"2787" 21771 0
"2788" 21773 0
"2789" 21776 0
"2790" 21784 0
"2791" 21786 0
"2792" 21790 0
"2793" 21793 0
"2794" 21795 0
"2795" 218 0
"2796" 21800 0
"2797" 21806 0
"2798" 21810 0
"2799" 21815 0
"2800" 21817 0
"2801" 21818 0
"2802" 21823 0
"2803" 21824 0
"2804" 21827 0
"2805" 21830 0
"2806" 21833 0
"2807" 21838 0
"2808" 21846 0
"2809" 21852 0
"2810" 21855 0
"2811" 21869 0
"2812" 21873 0
"2813" 21876 0
"2814" 21877 0
"2815" 21878 0
"2816" 21884 0
"2817" 21890 0
"2818" 21897 0
"2819" 2191 0
"2820" 21912 0
"2821" 21914 0
"2822" 21921 0
"2823" 21922 0
"2824" 21923 0
"2825" 21925 0
"2826" 21930 0
"2827" 21933 0
"2828" 21934 0
"2829" 21938 0
"2830" 21943 0
"2831" 21948 0
"2832" 21949 0
"2833" 2195 0
"2834" 21953 0
"2835" 21959 0
"2836" 21966 0
"2837" 21980 0
"2838" 21983 0
"2839" 21987 0
"2840" 21988 0
"2841" 21992 0
"2842" 21998 0
"2843" 22003 0
"2844" 22007 0
"2845" 22009 0
"2846" 22012 0
"2847" 2202 0
"2848" 22020 0
"2849" 22023 0
"2850" 22025 0
"2851" 22029 0
"2852" 22033 0
"2853" 22038 0
"2854" 22039 0
"2855" 22041 0
"2856" 22044 0
"2857" 22045 0
"2858" 22046 0
"2859" 22048 0
"2860" 22050 0
"2861" 22058 0
"2862" 22062 0
"2863" 22064 0
"2864" 22067 0
"2865" 22068 0
"2866" 22074 0
"2867" 22078 0
"2868" 22084 0
"2869" 2209 0
"2870" 22091 0
"2871" 22103 0
"2872" 22107 0
"2873" 22114 0
"2874" 22120 0
"2875" 22126 0
"2876" 22137 0
"2877" 22138 0
"2878" 2214 0
"2879" 22153 0
"2880" 22161 0
"2881" 22162 0
"2882" 22163 0
"2883" 22166 0
"2884" 22167 0
"2885" 2217 0
"2886" 22170 0
"2887" 22174 0
"2888" 22181 0
"2889" 22182 0
"2890" 2219 0
"2891" 22190 0
"2892" 22193 0
"2893" 22197 0
"2894" 2220 0
"2895" 22201 0
"2896" 22207 0
"2897" 2221 0
"2898" 22210 0
"2899" 22213 0
